collection_code,event_id,catalog_number,occurrence_id,scientific_name,identification_qualifier,individual_count,class,feeding_type,life_mode,habitat
GG,GG_GG05R2,441,CIM-UH_GG_441,Eoacmaea pustulata,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R2,442,CIM-UH_GG_442,Eulithidium adamsi,,3,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R2,443,CIM-UH_GG_443,Eulithidium bellum,,5,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R2,444,CIM-UH_GG_444,Eulithidium, sp.,3,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R2,445,CIM-UH_GG_445,Eulithidium thalassicola,,7,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R2,446,CIM-UH_GG_446,Finella dubia,,1,Gastropoda,Herbivores/Deposit feeder,Benthic,seagrass
GG,GG_GG05R2,447,CIM-UH_GG_447,Granulina antillensis,,2,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG05R2,448,CIM-UH_GG_448,Haminoea ,sp.,4,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R2,449,CIM-UH_GG_449,Laevicardium ,sp.,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG05R2,450,CIM-UH_GG_450,Meioceras nitidum,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R2,451,CIM-UH_GG_451,Mitromica foveata,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG05R2,452,CIM-UH_GG_452,Parvilucina ,spp.,33,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG05R2,453,CIM-UH_GG_453,Parviturbo weberi,,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R2,454,CIM-UH_GG_454,Planktomya henseni,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG05R2,455,CIM-UH_GG_455,Pseudostomatella erythrocoma,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R2,456,CIM-UH_GG_456,Schwartziella fischeri,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R2,457,CIM-UH_GG_457,Tomura bicaudata,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R2,458,CIM-UH_GG_458,Trochomodulus carchedonius,,4,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R2,459,CIM-UH_GG_459,Vermicularia spirata,,1,Gastropoda,Suspension feeder,Benthic,seagrass
GG,GG_GG05R2,460,CIM-UH_GG_460,Zebina browniana,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R3,461,CIM-UH_GG_461,Abra ,sp.,1,Bivalvia,Deposit feeder,Benthic,seagrass
GG,GG_GG05R3,462,CIM-UH_GG_462,Acteocina lepta,,6,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG05R3,463,CIM-UH_GG_463,Agathistoma fasciatum,,3,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R3,464,CIM-UH_GG_464,Agathotoma ecthymata,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG05R3,465,CIM-UH_GG_465,Alaba incerta,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R3,466,CIM-UH_GG_466,Alvania auberiana,,13,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R3,467,CIM-UH_GG_467,Americardia guppyi,,2,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG05R3,468,CIM-UH_GG_468,Anodontia alba,,4,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG05R3,469,CIM-UH_GG_469,Antalis antillarum,,9,Scaphopoda,Carnivores,Benthic,seagrass
GG,GG_GG05R3,470,CIM-UH_GG_470,Argopecten ,sp.,2,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG05R3,471,CIM-UH_GG_471,Atlantilux exigua,,2,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG05R3,472,CIM-UH_GG_472,Atys caribaeus,,3,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R3,473,CIM-UH_GG_473,Barbatia domingensis,,2,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG05R3,474,CIM-UH_GG_474,Bostrycapulus aculeatus,,2,Gastropoda,Suspension feeder,Benthic,seagrass
GG,GG_GG05R3,475,CIM-UH_GG_475,Caecum plicatum,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R3,476,CIM-UH_GG_476,Calliostoma pulchrum,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG05R3,477,CIM-UH_GG_477,Carditopsis bernardi,,21,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG05R3,478,CIM-UH_GG_478,Carditopsis smithii,,12,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG05R3,479,CIM-UH_GG_479,Cerithium eburneum,,8,Gastropoda,Herbivores/Deposit feeder,Benthic,seagrass
GG,GG_GG05R3,480,CIM-UH_GG_480,Chione cancellata,,2,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG05R3,481,CIM-UH_GG_481,Clathrolucina costata,,6,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG05R3,482,CIM-UH_GG_482,Crassinella lunulata,,5,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG05R3,483,CIM-UH_GG_483,Crassispira ,spp.,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG05R3,484,CIM-UH_GG_484,Crenella decussata,,2,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG05R3,485,CIM-UH_GG_485,Ctena orbiculata,,101,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG05R3,486,CIM-UH_GG_486,Cylichnella bidentata,,6,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG05R3,487,CIM-UH_GG_487,Diplodonta ,sp.,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG05R3,488,CIM-UH_GG_488,Eoacmaea pustulata,,14,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R3,489,CIM-UH_GG_489,Epicodakia filiata,,18,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG05R3,490,CIM-UH_GG_490,Eulithidium adamsi,,12,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R3,491,CIM-UH_GG_491,Eulithidium bellum,,21,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R3,492,CIM-UH_GG_492,Eulithidium thalassicola,,14,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R3,493,CIM-UH_GG_493,Finella dubia,,1,Gastropoda,Herbivores/Deposit feeder,Benthic,seagrass
GG,GG_GG05R3,494,CIM-UH_GG_494,Gouldia cerina,,4,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG05R3,495,CIM-UH_GG_495,Granulina ovuliformis,,10,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG05R3,496,CIM-UH_GG_496,Haminoea elegans,,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R3,497,CIM-UH_GG_497,Japonactaeon punctostriatus,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG05R3,498,CIM-UH_GG_498,Lithopoma phoebium,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R3,499,CIM-UH_GG_499,Lucina ,sp.,3,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG05R3,500,CIM-UH_GG_500,Meioceras nitidum,,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R3,501,CIM-UH_GG_501,Musculus lateralis,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG05R3,502,CIM-UH_GG_502,Nassarius paucicostatus,,2,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG05R3,503,CIM-UH_GG_503,Parvilucina ,spp.,6,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG05R3,504,CIM-UH_GG_504,Parviturbo weberi,,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R3,505,CIM-UH_GG_505,Phosinella redferni,,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R3,506,CIM-UH_GG_506,Polyschides tetrodon,,1,Scaphopoda,Carnivores,Benthic,seagrass
GG,GG_GG05R3,507,CIM-UH_GG_507,Prunum ,sp.,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG05R3,508,CIM-UH_GG_508,Pseudostomatella erythrocoma,,13,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R3,509,CIM-UH_GG_509,Suturoglypta ,spp.,2,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG05R3,510,CIM-UH_GG_510,Tenaturris bartlettii,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG05R3,511,CIM-UH_GG_511,Trochomodulus carchedonius,,11,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R3,512,CIM-UH_GG_512,Turbo cailletii,,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG05R3,513,CIM-UH_GG_513,Turbonilla ornata,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG05R3,514,CIM-UH_GG_514,Turbonilla ,spp.,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG05R3,515,CIM-UH_GG_515,Vermicularia spirata,,4,Gastropoda,Suspension feeder,Benthic,seagrass
GG,GG_GG05R3,516,CIM-UH_GG_516,Zebina browniana,,7,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R1,517,CIM-UH_GG_517,Agathistoma hotessierianum,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R1,518,CIM-UH_GG_518,Americardia media,,2,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG06R1,519,CIM-UH_GG_519,Anadara notabilis,,2,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG06R1,520,CIM-UH_GG_520,Arca zebra,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG06R1,521,CIM-UH_GG_521,Atlantilux exigua,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG06R1,522,CIM-UH_GG_522,Barbatia domingensis,,4,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG06R1,523,CIM-UH_GG_523,Barleeia ,spp.,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R1,524,CIM-UH_GG_524,Bulla occidentalis,,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R1,525,CIM-UH_GG_525,Caecum donmoorei,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R1,526,CIM-UH_GG_526,Cerithiopsis albovittata,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG06R1,527,CIM-UH_GG_527,Cerithiopsis, spp.,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG06R1,528,CIM-UH_GG_528,Cerithium eburneum,,8,Gastropoda,Herbivores/Deposit feeder,Benthic,seagrass
GG,GG_GG06R1,529,CIM-UH_GG_529,Codakia orbicularis,,1,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG06R1,530,CIM-UH_GG_530,Crassinella lunulata,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG06R1,531,CIM-UH_GG_531,Curveulima ,sp.,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG06R1,532,CIM-UH_GG_532,Cycloscala echinaticosta,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG06R1,533,CIM-UH_GG_533,Eatonina maickeli,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R1,534,CIM-UH_GG_534,Eulithidium adamsi,,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R1,535,CIM-UH_GG_535,Eulithidium thalassicola,,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R1,536,CIM-UH_GG_536,Finella adamsi,,4,Gastropoda,Herbivores/Deposit feeder,Benthic,seagrass
GG,GG_GG06R1,537,CIM-UH_GG_537,Finella dubia,,2,Gastropoda,Herbivores/Deposit feeder,Benthic,seagrass
GG,GG_GG06R1,538,CIM-UH_GG_538,Gouldia cerina,,30,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG06R1,539,CIM-UH_GG_539,Haminoea elegans,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R1,540,CIM-UH_GG_540,Parvilucina ,spp.,58,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG06R1,541,CIM-UH_GG_541,Phrontis hotessieriana,,2,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG06R1,542,CIM-UH_GG_542,Pitar fulminatus,,2,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG06R1,543,CIM-UH_GG_543,Pseudostomatella erythrocoma,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R1,544,CIM-UH_GG_544,Steironepion minus,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG06R1,545,CIM-UH_GG_545,Tellina radiata,,1,Bivalvia,Deposit feeder,Benthic,seagrass
GG,GG_GG06R1,546,CIM-UH_GG_546,Triphora ,sp.,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG06R1,547,CIM-UH_GG_547,Trochomodulus carchedonius,,9,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R1,548,CIM-UH_GG_548,Turbonilla ,spp.,3,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG06R1,549,CIM-UH_GG_549,Vermicularia spirata,,14,Gastropoda,Suspension feeder,Benthic,seagrass
GG,GG_GG06R2,550,CIM-UH_GG_550,Alvania auberiana,,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R2,551,CIM-UH_GG_551,Amphithalamus vallei,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R2,552,CIM-UH_GG_552,Bacteridium bermudense,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG06R2,553,CIM-UH_GG_553,Barbatia domingensis,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG06R2,554,CIM-UH_GG_554,Bostrycapulus aculeatus,,1,Gastropoda,Suspension feeder,Benthic,seagrass
GG,GG_GG06R2,555,CIM-UH_GG_555,Cerithium eburneum,,5,Gastropoda,Herbivores/Deposit feeder,Benthic,seagrass
GG,GG_GG06R2,556,CIM-UH_GG_556,Chione cancellata,,2,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG06R2,557,CIM-UH_GG_557,Clathrolucina costata,,2,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG06R2,558,CIM-UH_GG_558,Eulithidium adamsi,,4,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R2,559,CIM-UH_GG_559,Eulithidium thalassicola,,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R2,560,CIM-UH_GG_560,Finella adamsi,,3,Gastropoda,Herbivores/Deposit feeder,Benthic,seagrass
GG,GG_GG06R2,561,CIM-UH_GG_561,Finella dubia,,1,Gastropoda,Herbivores/Deposit feeder,Benthic,seagrass
GG,GG_GG06R2,562,CIM-UH_GG_562,Gouldia cerina,,18,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG06R2,563,CIM-UH_GG_563,Granulina antillensis,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG06R2,564,CIM-UH_GG_564,Meioceras cornucopiae,,3,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R2,565,CIM-UH_GG_565,Meioceras nitidum,,5,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R2,566,CIM-UH_GG_566,Parvilucina ,spp.,59,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG06R2,567,CIM-UH_GG_567,Steironepion minus,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG06R2,568,CIM-UH_GG_568,Trochomodulus carchedonius,,5,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R2,569,CIM-UH_GG_569,Vermicularia spirata,,5,Gastropoda,Suspension feeder,Benthic,seagrass
GG,GG_GG06R2,570,CIM-UH_GG_570,Zebina browniana,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R3,571,CIM-UH_GG_571,Agathotoma ecthymata,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG06R3,572,CIM-UH_GG_572,Alvania auberiana,,5,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R3,573,CIM-UH_GG_573,Americardia media,,4,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG06R3,574,CIM-UH_GG_574,Antalis antillarum,,1,Scaphopoda,Carnivores,Benthic,seagrass
GG,GG_GG06R3,575,CIM-UH_GG_575,Arca zebra,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG06R3,576,CIM-UH_GG_576,Arcopsis adamsi,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG06R3,577,CIM-UH_GG_577,Argopecten gibbus,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG06R3,578,CIM-UH_GG_578,Atlantilux exigua,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG06R3,579,CIM-UH_GG_579,Barbatia domingensis,,3,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG06R3,580,CIM-UH_GG_580,Bittiolum varium,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R3,581,CIM-UH_GG_581,Bulla occidentalis,,7,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R3,582,CIM-UH_GG_582,Cerithiopsis, spp.,3,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG06R3,583,CIM-UH_GG_583,Cerithium eburneum,,14,Gastropoda,Herbivores/Deposit feeder,Benthic,seagrass
GG,GG_GG06R3,584,CIM-UH_GG_584,Chione cancellata,,3,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG06R3,585,CIM-UH_GG_585,Clathrolucina costata,,1,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG06R3,586,CIM-UH_GG_586,Crassinella lunulata,,2,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG06R3,587,CIM-UH_GG_587,Eoacmaea pustulata,,7,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R3,588,CIM-UH_GG_588,Eulima bifasciata,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG06R3,589,CIM-UH_GG_589,Eulithidium thalassicola,,14,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R3,590,CIM-UH_GG_590,Finella adamsi,,6,Gastropoda,Herbivores/Deposit feeder,Benthic,seagrass
GG,GG_GG06R3,591,CIM-UH_GG_591,Gouldia cerina,,18,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG06R3,592,CIM-UH_GG_592,Granulina antillensis,,7,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG06R3,593,CIM-UH_GG_593,Lithopoma phoebium,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R3,594,CIM-UH_GG_594,Meioceras nitidum,,22,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R3,595,CIM-UH_GG_595,Microeulima hemphillii,,2,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG06R3,596,CIM-UH_GG_596,Montfortia emarginata,,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R3,597,CIM-UH_GG_597,Musculus lateralis,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG06R3,598,CIM-UH_GG_598,Parvilucina ,spp.,118,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG06R3,599,CIM-UH_GG_599,Phosinella sagraiana,,6,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R3,600,CIM-UH_GG_600,Pitar, sp.,2,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG06R3,601,CIM-UH_GG_601,Pseudostomatella erythrocoma,,7,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R3,602,CIM-UH_GG_602,Trochomodulus carchedonius,,11,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R3,603,CIM-UH_GG_603,Turbo castanea,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG06R3,604,CIM-UH_GG_604,Vermicularia spirata,,9,Gastropoda,Suspension feeder,Benthic,seagrass
GG,GG_GG06R3,605,CIM-UH_GG_605,Volvulella ischnatracta,,2,Gastropoda,Deposit feeder,Benthic,seagrass
GG,GG_GG06R3,606,CIM-UH_GG_606,Zebina browniana,,3,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R1,607,CIM-UH_GG_607,Alvania auberiana,,7,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R1,608,CIM-UH_GG_608,Americardia guppyi,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R1,609,CIM-UH_GG_609,Americardia media,,2,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R1,610,CIM-UH_GG_610,Amphithalamus vallei,,17,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R1,611,CIM-UH_GG_611,Arcopsis adamsi,,10,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R1,612,CIM-UH_GG_612,Barbatia domingensis,,3,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R1,613,CIM-UH_GG_613,Bulla occidentalis,,3,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R1,614,CIM-UH_GG_614,Carditopsis smithii,,2,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R1,615,CIM-UH_GG_615,Cerithium eburneum,,1,Gastropoda,Herbivores/Deposit feeder,Benthic,seagrass
GG,GG_GG09R1,616,CIM-UH_GG_616,Chione cancellata,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R1,617,CIM-UH_GG_617,Crassinella lunulata,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R1,618,CIM-UH_GG_618,Crepidula navicula,,1,Gastropoda,Suspension feeder,Benthic,seagrass
GG,GG_GG09R1,619,CIM-UH_GG_619,Diodora cayenensis,,2,Gastropoda,Herbivores/Carnivores,Benthic,seagrass
GG,GG_GG09R1,620,CIM-UH_GG_620,Eatonina maickeli,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R1,621,CIM-UH_GG_621,Eulithidium thalassicola,,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R1,622,CIM-UH_GG_622,Gouldia cerina,,7,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R1,623,CIM-UH_GG_623,Granulina antillensis,,2,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG09R1,624,CIM-UH_GG_624,Hemimarginula pumila,,1,Gastropoda,Herbivores/Carnivores,Benthic,seagrass
GG,GG_GG09R1,625,CIM-UH_GG_625,Hyalina ,sp.,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG09R1,626,CIM-UH_GG_626,Laevicardium serratum,,2,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R1,627,CIM-UH_GG_627,Limaria pellucida,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R1,628,CIM-UH_GG_628,Meioceras nitidum,,6,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R1,629,CIM-UH_GG_629,Musculus lateralis,,3,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R1,630,CIM-UH_GG_630,Odostomia laevigata,,2,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG09R1,631,CIM-UH_GG_631,Parvilucina ,spp.,54,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG09R1,632,CIM-UH_GG_632,Phosinella redferni,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R1,633,CIM-UH_GG_633,Phosinella sagraiana,,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R1,634,CIM-UH_GG_634,Pseudostomatella erythrocoma,,4,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R1,635,CIM-UH_GG_635,Trochomodulus carchedonius,,8,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R1,636,CIM-UH_GG_636,Turbo cailletii,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R1,637,CIM-UH_GG_637,Vitreolina arcuata,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG09R1,638,CIM-UH_GG_638,Vitrinella ,sp.,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R2,639,CIM-UH_GG_639,Agathistoma fasciatum,,4,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R2,640,CIM-UH_GG_640,Alvania auberiana,,13,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R2,641,CIM-UH_GG_641,Amphithalamus vallei,,18,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R2,642,CIM-UH_GG_642,Arca zebra,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R2,643,CIM-UH_GG_643,Arcopsis adamsi,,33,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R2,644,CIM-UH_GG_644,Atys, spp.,2,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R2,645,CIM-UH_GG_645,Barbatia candida,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R2,646,CIM-UH_GG_646,Barbatia domingensis,,2,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R2,647,CIM-UH_GG_647,Bostrycapulus aculeatus,,1,Gastropoda,Suspension feeder,Benthic,seagrass
GG,GG_GG09R2,648,CIM-UH_GG_648,Caecum circumvolutum,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R2,649,CIM-UH_GG_649,Caecum donmoorei,,1,Gastropoda,Herbivores,Benthic,seagrass
GG,GG_GG09R2,650,CIM-UH_GG_650,Carditopsis bernardi,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R2,651,CIM-UH_GG_651,Cerithiopsis academicorum,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG09R2,652,CIM-UH_GG_652,Cerithiopsis lata,,1,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG09R2,653,CIM-UH_GG_653,Cerithiopsis, spp.,2,Gastropoda,Carnivores,Benthic,seagrass
GG,GG_GG09R2,654,CIM-UH_GG_654,Cerithium eburneum,,3,Gastropoda,Herbivores/Deposit feeder,Benthic,seagrass
GG,GG_GG09R2,655,CIM-UH_GG_655,Cerithium litteratum,,1,Gastropoda,Herbivores/Deposit feeder,Benthic,seagrass
GG,GG_GG09R2,656,CIM-UH_GG_656,Chama ,sp.,1,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R2,657,CIM-UH_GG_657,Chione cancellata,,5,Bivalvia,Suspension feeder,Benthic,seagrass
GG,GG_GG09R2,658,CIM-UH_GG_658,Clathrolucina costata,,1,Bivalvia,Chemosymbiont,Benthic,seagrass
GG,GG_GG09R2,659,CIM-UH_GG_659,Conus, sp.,1,Gastropoda,Carnivores,Benthic,seagrass
